Type,Part Number,Brand,Model,Rank,Benchmark,Samples,URL
CPU,,AMD,A4-9120 APU (2016 M.SR),933,19.7,641,https://cpu.userbenchmark.com/SpeedTest/308751/AMD-A4-9120-RADEON-R3-4-COMPUTE-CORES-2C-2G
CPU,,Intel,Pentium N3540,934,19.7,9696,https://cpu.userbenchmark.com/SpeedTest/15842/IntelR-PentiumR-CPU--N3540----216GHz
CPU,,Intel,Celeron E3300,935,19.7,1389,https://cpu.userbenchmark.com/SpeedTest/5787/IntelR-CeleronR-CPU--------E3300----250GHz
CPU,,Intel,Pentium E5200,936,19.6,8811,https://cpu.userbenchmark.com/SpeedTest/1599/PentiumR-Dual-Core--CPU------E5200----250GHz
CPU,,Intel,Core2 Duo P8700,937,19.6,4849,https://cpu.userbenchmark.com/SpeedTest/581/IntelR-CoreTM2-Duo-CPU-----P8700----253GHz
CPU,,Intel,Core2 Duo T8300,938,19.4,1692,https://cpu.userbenchmark.com/SpeedTest/1921/IntelR-CoreTM2-Duo-CPU-----T8300----240GHz
CPU,,Intel,Atom x7-Z8750,939,19.4,277,https://cpu.userbenchmark.com/SpeedTest/177483/IntelR-AtomTM-x7-Z8750--CPU---160GHz
CPU,,AMD,Athlon 64 X2 Dual Core 4800+,940,19.3,1515,https://cpu.userbenchmark.com/SpeedTest/2246/AMD-Athlontm-64-X2-Dual-Core-Processor-4800-
CPU,,AMD,A6-3400M APU,941,19.3,2171,https://cpu.userbenchmark.com/SpeedTest/491/AMD-A6-3400M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core2 Duo P9400,942,19.2,480,https://cpu.userbenchmark.com/SpeedTest/5017/IntelR-CoreTM2-Duo-CPU-----P9400----240GHz
CPU,,Intel,Pentium N3710,943,19.2,6187,https://cpu.userbenchmark.com/SpeedTest/141841/IntelR-PentiumR-CPU--N3710----160GHz
CPU,,Intel,Celeron B820,944,19.2,1655,https://cpu.userbenchmark.com/SpeedTest/7064/IntelR-CeleronR-CPU-B820---170GHz
CPU,,Intel,Xeon E5320,945,19.1,87,https://cpu.userbenchmark.com/SpeedTest/24377/IntelR-XeonR-CPU-----------E5320----186GHz
CPU,,AMD,Athlon II P360,946,19.1,916,https://cpu.userbenchmark.com/SpeedTest/3956/AMD-Athlontm-II-P360-Dual-Core-Processor
CPU,,Intel,Celeron E3200,947,19,600,https://cpu.userbenchmark.com/SpeedTest/6422/IntelR-CeleronR-CPU--------E3200----240GHz
CPU,,Intel,Core2 6700,948,19,1638,https://cpu.userbenchmark.com/SpeedTest/3850/IntelR-CoreTM2-CPU----------6700----266GHz
CPU,,Intel,Pentium N3530,949,18.9,2852,https://cpu.userbenchmark.com/SpeedTest/11468/IntelR-PentiumR-CPU--N3530----216GHz
CPU,,AMD,A4-4300M APU,950,18.8,1163,https://cpu.userbenchmark.com/SpeedTest/2001/AMD-A4-4300M-APU-with-Radeontm-HD-Graphics
CPU,,AMD,A4-6210 APU R3 Graphics,951,18.8,2685,https://cpu.userbenchmark.com/SpeedTest/12438/AMD-A4-6210-APU-with-AMD-Radeon-R3-Graphics
CPU,,Intel,Core2 Duo E6750,952,18.8,6915,https://cpu.userbenchmark.com/SpeedTest/729/IntelR-CoreTM2-Duo-CPU-----E6750----266GHz
CPU,,AMD,Athlon 64 X2 Dual Core 4600+,953,18.8,1372,https://cpu.userbenchmark.com/SpeedTest/8715/AMD-Athlontm-64-X2-Dual-Core-Processor-4600-
CPU,,Intel,Celeron 1017U,954,18.7,918,https://cpu.userbenchmark.com/SpeedTest/3839/IntelR-CeleronR-CPU-1017U---160GHz
CPU,,Intel,Core2 Duo P8600,955,18.7,5914,https://cpu.userbenchmark.com/SpeedTest/753/IntelR-CoreTM2-Duo-CPU-----P8600----240GHz
CPU,,AMD,E2-7110 APU (2015 M.Ca),956,18.7,2321,https://cpu.userbenchmark.com/SpeedTest/150118/AMD-E2-7110-APU-with-AMD-Radeon-R2-Graphics
CPU,,Intel,Atom x7-Z8700,957,18.6,1510,https://cpu.userbenchmark.com/SpeedTest/27122/IntelR-AtomTM-x7-Z8700--CPU---160GHz
CPU,,Intel,Core i3-2375M,958,18.4,739,https://cpu.userbenchmark.com/SpeedTest/5058/IntelR-CoreTM-i3-2375M-CPU---150GHz
CPU,,AMD,Athlon II P340,959,18.4,1356,https://cpu.userbenchmark.com/SpeedTest/380/AMD-Athlontm-II-P340-Dual-Core-Processor
CPU,,Intel,Atom x5-Z8550,960,18.3,382,https://cpu.userbenchmark.com/SpeedTest/195658/IntelR-AtomTM-x5-Z8550--CPU---144GHz
CPU,,AMD,A4-3330MX APU,961,18.2,619,https://cpu.userbenchmark.com/SpeedTest/6834/AMD-A4-3330MX-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Celeron J1900,962,18.2,3087,https://cpu.userbenchmark.com/SpeedTest/10898/IntelR-CeleronR-CPU--J1900----199GHz
CPU,,Intel,Pentium N3700,963,18.2,6231,https://cpu.userbenchmark.com/SpeedTest/33474/IntelR-PentiumR-CPU--N3700----160GHz
CPU,,Intel,Core2 Duo P7570,964,18.1,165,https://cpu.userbenchmark.com/SpeedTest/7581/IntelR-CoreTM2-Duo-CPU-----P7570----226GHz
CPU,,Intel,Core2 Duo E4700,965,18.1,757,https://cpu.userbenchmark.com/SpeedTest/669/IntelR-CoreTM2-Duo-CPU-----E4700----260GHz
CPU,,Intel,Core2 Duo P9300,966,18,200,https://cpu.userbenchmark.com/SpeedTest/602/IntelR-CoreTM2-Duo-CPU-----P9300----226GHz
CPU,,Intel,Core2 Duo P8400,967,18,4494,https://cpu.userbenchmark.com/SpeedTest/307/IntelR-CoreTM2-Duo-CPU-----P8400----226GHz
CPU,,AMD,A8-4555M APU,968,18,1257,https://cpu.userbenchmark.com/SpeedTest/3647/AMD-A8-4555M-APU-with-Radeontm-HD-Graphics
CPU,,AMD,Athlon 64 X2 Dual Core 4400+,969,17.9,2182,https://cpu.userbenchmark.com/SpeedTest/2330/AMD-Athlontm-64-X2-Dual-Core-Processor-4400-
CPU,,Intel,Celeron B815,970,17.9,1464,https://cpu.userbenchmark.com/SpeedTest/3210/IntelR-CeleronR-CPU-B815---160GHz
CPU,,Intel,Pentium N3520,971,17.8,1162,https://cpu.userbenchmark.com/SpeedTest/7431/IntelR-PentiumR-CPU--N3520----216GHz
CPU,,AMD,Turion II Neo N54L,972,17.8,137,https://cpu.userbenchmark.com/SpeedTest/7165/AMD-Turiontm-II-Neo-N54L-Dual-Core-Processor
CPU,,AMD,Turion II Mobile M500,973,17.8,387,https://cpu.userbenchmark.com/SpeedTest/2912/AMD-Turiontm-II-Dual-Core-Mobile-M500
CPU,,AMD,Athlon X2 Dual Core BE-2400,974,17.8,54,https://cpu.userbenchmark.com/SpeedTest/10300/AMD-Athlontm-X2-Dual-Core-Processor-BE-2400
CPU,,Intel,Pentium T4500,975,17.7,5255,https://cpu.userbenchmark.com/SpeedTest/2148/PentiumR-Dual-Core-CPU-------T4500----230GHz
CPU,,AMD,Athlon Dual Core 4450B,976,17.7,337,https://cpu.userbenchmark.com/SpeedTest/3166/AMD-Athlontm-Dual-Core-Processor-4450B
CPU,,AMD,Athlon Dual Core 4450e,977,17.7,332,https://cpu.userbenchmark.com/SpeedTest/9437/AMD-Athlontm-Dual-Core-Processor-4450e
CPU,,Intel,Core2 Duo T7700,978,17.6,1269,https://cpu.userbenchmark.com/SpeedTest/2770/IntelR-CoreTM2-Duo-CPU-----T7700----240GHz
CPU,,Intel,Core2 Duo P7550,979,17.6,505,https://cpu.userbenchmark.com/SpeedTest/3099/IntelR-CoreTM2-Duo-CPU-----P7550----226GHz
CPU,,AMD,Athlon II M320,980,17.5,578,https://cpu.userbenchmark.com/SpeedTest/4506/AMD-Athlontm-II-Dual-Core-M320
CPU,,Intel,Celeron 2957U,981,17.5,1537,https://cpu.userbenchmark.com/SpeedTest/12071/IntelR-CeleronR-2957U---140GHz
CPU,,Intel,Celeron 1007U,982,17.4,2972,https://cpu.userbenchmark.com/SpeedTest/3995/IntelR-CeleronR-CPU-1007U---150GHz
CPU,,Intel,Core2 Duo T6670,983,17.4,1209,https://cpu.userbenchmark.com/SpeedTest/2964/IntelR-CoreTM2-Duo-CPU-----T6670----220GHz
CPU,,Intel,Atom Z3775,984,17.4,678,https://cpu.userbenchmark.com/SpeedTest/12464/IntelR-AtomTM-CPU--Z3775----146GHz
CPU,,AMD,E2-9010 APU (2016 M.SR),985,17.3,117,https://cpu.userbenchmark.com/SpeedTest/175091/AMD-E2-9010-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,AMD,Athlon II P320,986,17.3,2023,https://cpu.userbenchmark.com/SpeedTest/1942/AMD-Athlontm-II-P320-Dual-Core-Processor
CPU,,Intel,Celeron 887,987,17.3,343,https://cpu.userbenchmark.com/SpeedTest/24/IntelR-CeleronR-CPU-887---150GHz
CPU,,Intel,Xeon E5310,988,17.2,25,https://cpu.userbenchmark.com/SpeedTest/21579/IntelR-XeonR-CPU-----------E5310----160GHz
CPU,,Intel,Atom Z3770,989,17.2,160,https://cpu.userbenchmark.com/SpeedTest/5592/IntelR-AtomTM-CPU--Z3770----146GHz
CPU,,AMD,A4-3305M APU,990,17.2,892,https://cpu.userbenchmark.com/SpeedTest/6638/AMD-A4-3305M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core2 6600,991,17.1,6341,https://cpu.userbenchmark.com/SpeedTest/984/IntelR-CoreTM2-CPU----------6600----240GHz
CPU,,AMD,Athlon 64 X2 Dual Core 4200+,992,17.1,2663,https://cpu.userbenchmark.com/SpeedTest/3258/AMD-Athlontm-64-X2-Dual-Core-Processor-4200-
CPU,,Intel,Pentium T4400,993,17,4146,https://cpu.userbenchmark.com/SpeedTest/1886/PentiumR-Dual-Core-CPU-------T4400----220GHz
CPU,,Intel,Core i3-2367M,994,17,1294,https://cpu.userbenchmark.com/SpeedTest/526/IntelR-CoreTM-i3-2367M-CPU---140GHz
CPU,,Intel,Core2 Duo T6600,995,17,5074,https://cpu.userbenchmark.com/SpeedTest/242/IntelR-CoreTM2-Duo-CPU-----T6600----220GHz
CPU,,AMD,Opteron 4171 HE,996,17,28,https://cpu.userbenchmark.com/SpeedTest/5977/AMD-Opterontm-Processor-4171-HE
CPU,,AMD,E2-9000 APU (2016 M.SR),997,16.9,686,https://cpu.userbenchmark.com/SpeedTest/339888/AMD-E2-9000-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,Intel,Celeron N3160,998,16.9,828,https://cpu.userbenchmark.com/SpeedTest/166661/IntelR-CeleronR-CPU--N3160----160GHz
CPU,,Intel,Core2 Duo L9600,999,16.8,87,https://cpu.userbenchmark.com/SpeedTest/1700/IntelR-CoreTM2-Duo-CPU-----L9600----213GHz
CPU,,Intel,Core i5 U 470,1000,16.7,235,https://cpu.userbenchmark.com/SpeedTest/6244/IntelR-CoreTM-i5-CPU-------U-470----133GHz
CPU,,Intel,Celeron B800,1001,16.7,1318,https://cpu.userbenchmark.com/SpeedTest/6775/IntelR-CeleronR-CPU-B800---150GHz
CPU,,AMD,A6-7000 APU (2014 M.Ka),1002,16.6,157,https://cpu.userbenchmark.com/SpeedTest/27400/AMD-A6-7000-Radeon-R4-5-Compute-Cores-2C-3G
CPU,,Intel,Core2 Duo P7450,1003,16.6,1647,https://cpu.userbenchmark.com/SpeedTest/1597/IntelR-CoreTM2-Duo-CPU-----P7450----213GHz
CPU,,Intel,Core2 Duo T8100,1004,16.6,1621,https://cpu.userbenchmark.com/SpeedTest/2334/IntelR-CoreTM2-Duo-CPU-----T8100----210GHz
CPU,,Intel,Atom x5-Z8500,1005,16.6,555,https://cpu.userbenchmark.com/SpeedTest/38612/IntelR-AtomTM-x5-Z8500--CPU---144GHz
CPU,,Intel,Core2 Duo E4600,1006,16.6,4015,https://cpu.userbenchmark.com/SpeedTest/2191/IntelR-CoreTM2-Duo-CPU-----E4600----240GHz
CPU,,AMD,A4-3300M APU,1007,16.6,1123,https://cpu.userbenchmark.com/SpeedTest/12812/AMD-A4-3300M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core2 Duo T6570,1008,16.6,1618,https://cpu.userbenchmark.com/SpeedTest/438/IntelR-CoreTM2-Duo-CPU-----T6570----210GHz
CPU,,Intel,Pentium 987,1009,16.5,820,https://cpu.userbenchmark.com/SpeedTest/4947/IntelR-PentiumR-CPU-987---150GHz
CPU,,Intel,Core i3-2365M,1010,16.5,1099,https://cpu.userbenchmark.com/SpeedTest/2519/IntelR-CoreTM-i3-2365M-CPU---140GHz
CPU,,Intel,Pentium T4300,1011,16.4,3862,https://cpu.userbenchmark.com/SpeedTest/2938/PentiumR-Dual-Core-CPU-------T4300----210GHz
CPU,BX80557E6550,Intel,Core2 Duo E6550,1012,16.4,7717,https://cpu.userbenchmark.com/Intel-Core2-Duo-E6550/Rating/568
CPU,,AMD,Athlon 64 X2 Dual Core 4000+,1013,16.3,2043,https://cpu.userbenchmark.com/SpeedTest/2436/AMD-Athlontm-64-X2-Dual-Core-Processor-4000-
CPU,,AMD,Athlon II M300,1014,16.3,772,https://cpu.userbenchmark.com/SpeedTest/5992/AMD-Athlontm-II-Dual-Core-M300
CPU,,Intel,Core2 Duo T6500,1015,16.3,1965,https://cpu.userbenchmark.com/SpeedTest/3474/IntelR-CoreTM2-Duo-CPU-----T6500----210GHz
CPU,,Intel,Celeron Dual Core T3300,1016,16.1,336,https://cpu.userbenchmark.com/SpeedTest/8823/CeleronR-Dual-Core-CPU-------T3300----200GHz
CPU,,Intel,Core2 T7600,1017,16,422,https://cpu.userbenchmark.com/SpeedTest/2765/IntelR-CoreTM2-CPU---------T7600----233GHz
CPU,,Intel,Celeron N2930,1018,16,1247,https://cpu.userbenchmark.com/SpeedTest/13386/IntelR-CeleronR-CPU--N2930----183GHz
CPU,,Intel,Celeron N3150,1019,15.9,1801,https://cpu.userbenchmark.com/SpeedTest/28103/IntelR-CeleronR-CPU--N3150----160GHz
CPU,,Intel,Celeron 877,1020,15.9,398,https://cpu.userbenchmark.com/SpeedTest/6414/IntelR-CeleronR-CPU-877---140GHz
CPU,,AMD,A4-5000 APU,1021,15.8,4855,https://cpu.userbenchmark.com/SpeedTest/5321/AMD-A4-5000-APU-with-RadeonTM-HD-Graphics
CPU,,Intel,Core i3-2357M,1022,15.8,109,https://cpu.userbenchmark.com/SpeedTest/6916/IntelR-CoreTM-i3-2357M-CPU---130GHz
CPU,,AMD,Sempron 145,1023,15.7,2004,https://cpu.userbenchmark.com/SpeedTest/6487/AMD-Semprontm-145-Processor
CPU,,Intel,Pentium T4200,1024,15.7,3174,https://cpu.userbenchmark.com/SpeedTest/451/PentiumR-Dual-Core-CPU-------T4200----200GHz
CPU,,Intel,Core2 Duo P7350,1025,15.6,1513,https://cpu.userbenchmark.com/SpeedTest/1998/IntelR-CoreTM2-Duo-CPU-----P7350----200GHz
CPU,,AMD,Turion X2 Ultra Mobile ZM-82,1026,15.6,155,https://cpu.userbenchmark.com/SpeedTest/2211/AMD-Turiontm-X2-Ultra-Dual-Core-Mobile-ZM-82
CPU,,Intel,Core2 Duo T6400,1027,15.6,2959,https://cpu.userbenchmark.com/SpeedTest/2405/IntelR-CoreTM2-Duo-CPU-----T6400----200GHz
CPU,,AMD,Athlon 64 X2 Dual Core 3800+,1028,15.4,2204,https://cpu.userbenchmark.com/SpeedTest/2362/AMD-Athlontm-64-X2-Dual-Core-Processor-3800-
CPU,,AMD,Athlon X2 Dual-Core QL-65,1029,15.4,346,https://cpu.userbenchmark.com/SpeedTest/4672/AMD-Athlontm-X2-Dual-Core-QL-65
CPU,,Intel,Core i3 U 380,1030,15.4,367,https://cpu.userbenchmark.com/SpeedTest/8152/IntelR-CoreTM-i3-CPU-------U-380----133GHz
CPU,,Intel,Pentium Dual E2200,1031,15.4,5524,https://cpu.userbenchmark.com/SpeedTest/1712/IntelR-PentiumR-Dual--CPU--E2200----220GHz
CPU,,Intel,Pentium D 3.40GHz,1032,15.3,2485,https://cpu.userbenchmark.com/SpeedTest/5820/IntelR-PentiumR-D-CPU-340GHz
CPU,,AMD,Sempron 140,1033,15.3,1486,https://cpu.userbenchmark.com/SpeedTest/3248/AMD-Semprontm-140-Processor
CPU,,AMD,Turion 64 X2 Mobile Technology TL-60,1034,15.3,773,https://cpu.userbenchmark.com/SpeedTest/2315/AMD-Turiontm-64-X2-Mobile-Technology-TL-60
CPU,,Intel,Core2 Duo L9400,1035,15.2,487,https://cpu.userbenchmark.com/SpeedTest/5525/IntelR-CoreTM2-Duo-CPU-----L9400----186GHz
CPU,,Intel,Core2 6420,1036,15.2,1321,https://cpu.userbenchmark.com/SpeedTest/1967/IntelR-CoreTM2-CPU----------6420----213GHz
CPU,,AMD,Athlon 64 X2 Dual Core 3600+,1037,15.2,382,https://cpu.userbenchmark.com/SpeedTest/5235/AMD-Athlontm-64-X2-Dual-Core-Processor-3600-
CPU,,AMD,E2-3000M APU,1038,15.1,586,https://cpu.userbenchmark.com/SpeedTest/6063/AMD-E2-3000M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Celeron Dual Core T3100,1039,15.1,584,https://cpu.userbenchmark.com/SpeedTest/1715/CeleronR-Dual-Core-CPU-------T3100----190GHz
CPU,,Intel,Celeron E1500,1040,15.1,218,https://cpu.userbenchmark.com/SpeedTest/8605/IntelR-CeleronR-CPU--------E1500----220GHz
CPU,,Intel,Core2 Duo E4500,1041,15,5847,https://cpu.userbenchmark.com/SpeedTest/65/IntelR-CoreTM2-Duo-CPU-----E4500----220GHz
CPU,,Intel,Core2 Duo T5900,1042,15,198,https://cpu.userbenchmark.com/SpeedTest/2376/IntelR-CoreTM2-Duo-CPU-----T5900----220GHz
CPU,,AMD,A6-4455M APU,1043,14.9,1007,https://cpu.userbenchmark.com/SpeedTest/5941/AMD-A6-4455M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Pentium 967,1044,14.9,176,https://cpu.userbenchmark.com/SpeedTest/4152/IntelR-PentiumR-CPU-967---130GHz
CPU,,Intel,Core2 6400,1045,14.9,3381,https://cpu.userbenchmark.com/SpeedTest/106/IntelR-CoreTM2-CPU----------6400----213GHz
CPU,,AMD,Athlon X2 Dual-Core QL-64,1046,14.8,295,https://cpu.userbenchmark.com/SpeedTest/3720/AMD-Athlontm-X2-Dual-Core-QL-64
CPU,,Intel,Celeron N2920,1047,14.8,843,https://cpu.userbenchmark.com/SpeedTest/8725/IntelR-CeleronR-CPU--N2920----186GHz
CPU,,AMD,Athlon X2 Dual Core BE-2300,1048,14.7,35,https://cpu.userbenchmark.com/SpeedTest/12410/AMD-Athlontm-X2-Dual-Core-Processor-BE-2300
CPU,,AMD,Turion X2 Dual-Core Mobile RM-70,1049,14.7,352,https://cpu.userbenchmark.com/SpeedTest/199/AMD-Turiontm-X2-Dual-Core-Mobile-RM-70
CPU,,Intel,Core2 Duo T7500,1050,14.7,2478,https://cpu.userbenchmark.com/SpeedTest/867/IntelR-CoreTM2-Duo-CPU-----T7500----220GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL-58,1051,14.6,374,https://cpu.userbenchmark.com/SpeedTest/817/AMD-Turiontm-64-X2-Mobile-Technology-TL-58
CPU,,Intel,Pentium Dual T3400,1052,14.5,1591,https://cpu.userbenchmark.com/SpeedTest/5174/IntelR-PentiumR-Dual--CPU--T3400----216GHz
CPU,,Intel,Core2 Duo T5850,1053,14.5,313,https://cpu.userbenchmark.com/SpeedTest/6522/IntelR-CoreTM2-Duo-CPU-----T5850----216GHz
CPU,,Intel,Core2 T7400,1054,14.4,414,https://cpu.userbenchmark.com/SpeedTest/5780/IntelR-CoreTM2-CPU---------T7400----216GHz
CPU,,Intel,Pentium N3510,1055,14.3,237,https://cpu.userbenchmark.com/SpeedTest/11120/IntelR-PentiumR-CPU--N3510----199GHz
CPU,,Intel,Pentium 4 3.80GHz,1056,14.2,113,https://cpu.userbenchmark.com/SpeedTest/11003/--------------IntelR-PentiumR-4-CPU-380GHz
CPU,,AMD,Athlon 64 4000+,1057,14.2,43,https://cpu.userbenchmark.com/SpeedTest/10241/AMD-Athlontm-64-Processor-4000-
CPU,,Intel,Core i3 U 330,1058,14.1,240,https://cpu.userbenchmark.com/SpeedTest/1602/IntelR-CoreTM-i3-CPU-------U-330----120GHz
CPU,,Intel,Pentium D 3.20GHz,1059,14.1,682,https://cpu.userbenchmark.com/SpeedTest/1730/--------------IntelR-PentiumR-D-CPU-320GHz
CPU,,AMD,Athlon LE-1640,1060,14,288,https://cpu.userbenchmark.com/SpeedTest/7308/AMD-Athlontm-Processor-LE-1640
CPU,,Intel,Atom x5-Z8330,1061,14,164,https://cpu.userbenchmark.com/SpeedTest/153094/IntelR-AtomTM-x5-Z8330--CPU---144GHz
CPU,,AMD,AthlonX2 DualCore QL-60,1062,13.9,19,https://cpu.userbenchmark.com/SpeedTest/6294/AMD-AthlontmX2-DualCore-QL-60
CPU,,Intel,Atom Z3740,1063,13.9,1030,https://cpu.userbenchmark.com/SpeedTest/3256/IntelR-AtomTM-CPU--Z3740----133GHz
CPU,,Intel,Core2 Duo E4400,1064,13.9,855,https://cpu.userbenchmark.com/SpeedTest/3549/IntelR-CoreTM2-Duo-CPU-----E4400----200GHz
CPU,,Intel,Celeron E1400,1065,13.9,285,https://cpu.userbenchmark.com/SpeedTest/2849/IntelR-CeleronR-CPU--------E1400----200GHz
CPU,,Intel,Core2 4400,1066,13.8,1290,https://cpu.userbenchmark.com/SpeedTest/5093/IntelR-CoreTM2-CPU----------4400----200GHz
CPU,,Intel,Core2 Duo T7300,1067,13.8,1895,https://cpu.userbenchmark.com/SpeedTest/2508/IntelR-CoreTM2-Duo-CPU-----T7300----200GHz
CPU,,AMD,Athlon 64 X2 Dual Core TK-55,1068,13.8,252,https://cpu.userbenchmark.com/SpeedTest/1927/AMD-Athlontm-64-X2-Dual-Core-Processor-TK-55
CPU,,AMD,A4-4355M APU,1069,13.8,250,https://cpu.userbenchmark.com/SpeedTest/10814/AMD-A4-4355M-APU-with-Radeontm-HD-Graphics
CPU,,Intel,Core2 Duo T5870,1070,13.7,1293,https://cpu.userbenchmark.com/SpeedTest/5377/IntelR-CoreTM2-Duo-CPU-----T5870----200GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL-56,1071,13.6,259,https://cpu.userbenchmark.com/SpeedTest/2456/AMD-Turiontm-64-X2-Mobile-Technology-TL-56
CPU,,Intel,Pentium Dual E2180,1072,13.6,4630,https://cpu.userbenchmark.com/SpeedTest/814/IntelR-PentiumR-Dual--CPU--E2180----200GHz
CPU,,Intel,Core2 T7200,1073,13.5,1416,https://cpu.userbenchmark.com/SpeedTest/248/IntelR-CoreTM2-CPU---------T7200----200GHz
CPU,,Intel,Pentium Dual T3200,1074,13.4,1428,https://cpu.userbenchmark.com/SpeedTest/2235/IntelR-PentiumR-Dual--CPU--T3200----200GHz
CPU,,Intel,Core2 Duo T5750,1075,13.3,1247,https://cpu.userbenchmark.com/SpeedTest/6581/IntelR-CoreTM2-Duo-CPU-----T5750----200GHz
CPU,,Intel,Core2 Duo T7250,1076,13.3,1657,https://cpu.userbenchmark.com/SpeedTest/1781/IntelR-CoreTM2-Duo-CPU-----T7250----200GHz
CPU,,Intel,Pentium D 3.00GHz,1077,13.2,3120,https://cpu.userbenchmark.com/SpeedTest/3363/IntelR-PentiumR-D-CPU-300GHz
CPU,,Intel,Celeron N2840,1078,13.2,12202,https://cpu.userbenchmark.com/SpeedTest/16086/IntelR-CeleronR-CPU--N2840----216GHz
CPU,,AMD,E2-9000e APU (2016 M.SR),1079,13.2,1430,https://cpu.userbenchmark.com/SpeedTest/321458/AMD-E2-9000e-RADEON-R2-4-COMPUTE-CORES-2C-2G
CPU,,Intel,Core2 Duo U9600,1080,13.1,274,https://cpu.userbenchmark.com/SpeedTest/4270/IntelR-CoreTM2-Duo-CPU-----U9600----160GHz
CPU,,Intel,Core2 Duo T5800,1081,13.1,1995,https://cpu.userbenchmark.com/SpeedTest/2272/IntelR-CoreTM2-Duo-CPU-----T5800----200GHz
CPU,,Intel,Core2 6320,1082,13.1,1022,https://cpu.userbenchmark.com/SpeedTest/4501/IntelR-CoreTM2-CPU----------6320----186GHz
CPU,,Intel,Atom x5-Z8350,1083,13.1,5331,https://cpu.userbenchmark.com/SpeedTest/143924/IntelR-AtomTM-x5-Z8350--CPU---144GHz
CPU,,Intel,Atom Z3740D,1084,13,196,https://cpu.userbenchmark.com/SpeedTest/3287/IntelR-AtomTM-CPU--Z3740D---133GHz
CPU,,Intel,Core2 Duo L9300,1085,13,100,https://cpu.userbenchmark.com/SpeedTest/5639/IntelR-CoreTM2-Duo-CPU-----L9300----160GHz
CPU,,AMD,V140,1086,13,479,https://cpu.userbenchmark.com/SpeedTest/1003/AMD-V140-Processor
CPU,,Intel,Core2 6300,1087,13,4118,https://cpu.userbenchmark.com/SpeedTest/2521/IntelR-CoreTM2-CPU----------6300----186GHz
CPU,,AMD,V120,1088,12.8,353,https://cpu.userbenchmark.com/SpeedTest/5365/AMD-V120-Processor
CPU,,Intel,Celeron N3060,1089,12.8,9555,https://cpu.userbenchmark.com/SpeedTest/130019/IntelR-CeleronR-CPU--N3060----160GHz
CPU,,AMD,Athlon 64 X2 Dual Core TK-53,1090,12.8,113,https://cpu.userbenchmark.com/SpeedTest/9182/AMD-Athlontm-64-X2-Dual-Core-Processor-TK-53
CPU,,AMD,Athlon 64 3800+,1091,12.8,214,https://cpu.userbenchmark.com/SpeedTest/2391/AMD-Athlontm-64-Processor-3800-
CPU,,Intel,Core2 4300,1092,12.7,1729,https://cpu.userbenchmark.com/SpeedTest/977/IntelR-CoreTM2-CPU----------4300----180GHz
CPU,,Intel,Core2 Duo T5670,1093,12.6,470,https://cpu.userbenchmark.com/SpeedTest/3564/IntelR-CoreTM2-Duo-CPU-----T5670----180GHz
CPU,,Intel,Pentium Dual E2160,1094,12.6,2994,https://cpu.userbenchmark.com/SpeedTest/2113/IntelR-PentiumR-Dual--CPU--E2160----180GHz
CPU,,AMD,Athlon 64 3400+,1095,12.6,39,https://cpu.userbenchmark.com/SpeedTest/1056/AMD-Athlontm-64-Processor-3400-
CPU,,Intel,Atom x5-Z8300,1096,12.5,2432,https://cpu.userbenchmark.com/SpeedTest/37765/IntelR-AtomTM-x5-Z8300--CPU---144GHz
CPU,,Intel,Celeron N3010,1097,12.5,190,https://cpu.userbenchmark.com/SpeedTest/195388/IntelR-CeleronR-CPU--N3010----104GHz
CPU,,Intel,Core2 T5600,1098,12.4,790,https://cpu.userbenchmark.com/SpeedTest/6306/IntelR-CoreTM2-CPU---------T5600----183GHz
CPU,,AMD,Turion II Neo N40L,1099,12.4,109,https://cpu.userbenchmark.com/SpeedTest/7/AMD-Turiontm-II-Neo-N40L-Dual-Core-Processor
CPU,,Intel,Pentium Dual T2390,1100,12.3,701,https://cpu.userbenchmark.com/SpeedTest/2090/IntelR-PentiumR-Dual--CPU--T2390----186GHz
CPU,,AMD,Turion 64 X2 Mobile Technology TL-52,1101,12.3,144,https://cpu.userbenchmark.com/SpeedTest/1892/AMD-Turiontm-64-X2-Mobile-Technology-TL-52
CPU,,Intel,Core2 Duo T7100,1102,12.3,890,https://cpu.userbenchmark.com/SpeedTest/2268/IntelR-CoreTM2-Duo-CPU-----T7100----180GHz
CPU,,Intel,Celeron N2830,1103,12.3,6142,https://cpu.userbenchmark.com/SpeedTest/12104/IntelR-CeleronR-CPU--N2830----216GHz
CPU,,Intel,Core2 Duo T5550,1104,12.2,834,https://cpu.userbenchmark.com/SpeedTest/1673/IntelR-CoreTM2-Duo-CPU-----T5550----183GHz
